›SensorName	Date	Timestamp	Humidity	Pressure	Temperature
PER_AIRMON_MESH1965150	19/07/2022	05:30:00	59.1	1008.3	22.9
PER_AIRMON_MESH1965150	19/07/2022	05:31:00	59	1007.2	22.9
PER_AIRMON_MESH1965150	19/07/2022	05:32:00	58.8	1007.4	23
PER_AIRMON_MESH1965150	19/07/2022	05:33:00	58.8	1006.7	23
PER_AIRMON_MESH1965150	19/07/2022	05:34:00	58.6	1007.5	23.1
PER_AIRMON_MESH1965150	19/07/2022	05:35:00	58.6	1007.6	23.2
PER_AIRMON_MESH1965150	19/07/2022	05:36:00	58.4	1007.3	23.2
PER_AIRMON_MESH1965150	19/07/2022	05:37:00	58.2	1007.4	23.3
PER_AIRMON_MESH1965150	19/07/2022	05:38:00	58.1	1007.2	23.3
PER_AIRMON_MESH1965150	19/07/2022	05:39:00	58.1	1007	23.4
PER_AIRMON_MESH1965150	19/07/2022	05:40:00	58.4	1008.1	23.4
PER_AIRMON_MESH1965150	19/07/2022	05:41:00	58.6	1007.5	23.5
PER_AIRMON_MESH1965150	19/07/2022	05:42:00	58.6	1007.4	23.5
PER_AIRMON_MESH1965150	19/07/2022	05:43:00	58.5	1007.5	23.5
PER_AIRMON_MESH1965150	19/07/2022	05:44:00	58.4	1007.9	23.6
PER_AIRMON_MESH1965150	19/07/2022	05:45:00	58.3	1008.1	23.6
PER_AIRMON_MESH1965150	19/07/2022	05:46:00	58.3	1007.9	23.6
PER_AIRMON_MESH1965150	19/07/2022	05:47:00	58.3	1007.4	23.6
PER_AIRMON_MESH1965150	19/07/2022	05:48:00	58.2	1007.4	23.7
PER_AIRMON_MESH1965150	19/07/2022	05:49:00	58.1	1007.6	23.7
PER_AIRMON_MESH1965150	19/07/2022	05:50:00	58.1	1008.1	23.7
PER_AIRMON_MESH1965150	19/07/2022	05:51:00	58	1008.2	23.7
PER_AIRMON_MESH1965150	19/07/2022	05:52:00	58	1007.9	23.7
PER_AIRMON_MESH1965150	19/07/2022	05:53:00	57.9	1007.5	23.8
PER_AIRMON_MESH1965150	19/07/2022	05:54:00	57.9	1007.8	23.8
PER_AIRMON_MESH1965150	19/07/2022	05:55:00	57.8	1007.6	23.8
PER_AIRMON_MESH1965150	19/07/2022	05:56:00	57.7	1007.5	23.8
PER_AIRMON_MESH1965150	19/07/2022	05:57:00	57.7	1007.5	23.8
PER_AIRMON_MESH1965150	19/07/2022	05:58:00	57.6	1007.2	23.8
PER_AIRMON_MESH1965150	19/07/2022	05:59:00	57.6	1006.9	23.8
PER_AIRMON_MESH1965150	19/07/2022	06:00:00	57.6	1007.4	23.9
PER_AIRMON_MESH1965150	19/07/2022	06:01:00	57.5	1007.8	23.9
PER_AIRMON_MESH1965150	19/07/2022	06:02:00	57.4	1007.5	23.9
PER_AIRMON_MESH1965150	19/07/2022	06:03:00	57.2	1007.3	23.9
PER_AIRMON_MESH1965150	19/07/2022	06:04:00	57	1006.9	24
PER_AIRMON_MESH1965150	19/07/2022	06:05:00	56.8	1007.5	24.1
PER_AIRMON_MESH1965150	19/07/2022	06:06:00	56.6	1007	24.1
PER_AIRMON_MESH1965150	19/07/2022	06:07:00	56.5	1007.4	24.2
PER_AIRMON_MESH1965150	19/07/2022	06:08:00	56.4	1007.2	24.2
PER_AIRMON_MESH1965150	19/07/2022	06:09:00	56.3	1006.5	24.2
PER_AIRMON_MESH1965150	19/07/2022	06:10:00	56.1	1007.1	24.3
PER_AIRMON_MESH1965150	19/07/2022	06:11:00	56.2	1007.2	24.3
PER_AIRMON_MESH1965150	19/07/2022	06:12:00	56.2	1006.6	24.3
PER_AIRMON_MESH1965150	19/07/2022	06:13:00	56.2	1006.8	24.3
PER_AIRMON_MESH1965150	19/07/2022	06:14:00	56.3	1007.3	24.3
PER_AIRMON_MESH1965150	19/07/2022	06:15:00	56.2	1006.9	24.3
PER_AIRMON_MESH1965150	19/07/2022	06:16:00	56	1007.2	24.4
PER_AIRMON_MESH1965150	19/07/2022	06:17:00	55.9	1006.5	24.4
PER_AIRMON_MESH1965150	19/07/2022	06:18:00	55.8	1006.4	24.4
PER_AIRMON_MESH1965150	19/07/2022	06:19:00	55.7	1007.1	24.4
PER_AIRMON_MESH1965150	19/07/2022	06:20:00	55.7	1007.2	24.4
PER_AIRMON_MESH1965150	19/07/2022	06:21:00	55.6	1007	24.4
PER_AIRMON_MESH1965150	19/07/2022	06:22:00	55.5	1007.5	24.4
PER_AIRMON_MESH1965150	19/07/2022	06:23:00	55.5	1007.7	24.5
PER_AIRMON_MESH1965150	19/07/2022	06:24:00	55.4	1007.3	24.5
PER_AIRMON_MESH1965150	19/07/2022	06:25:00	55.4	1007	24.5
PER_AIRMON_MESH1965150	19/07/2022	06:26:00	55.3	1007.7	24.5
PER_AIRMON_MESH1965150	19/07/2022	06:27:00	55.3	1007.3	24.5
PER_AIRMON_MESH1965150	19/07/2022	06:28:00	55.3	1007.5	24.6
PER_AIRMON_MESH1965150	19/07/2022	06:29:00	55.2	1007	24.6
PER_AIRMON_MESH1965150	19/07/2022	06:30:00	55.2	1007.4	24.6
PER_AIRMON_MESH1965150	19/07/2022	06:31:00	55.1	1007.3	24.6
PER_AIRMON_MESH1965150	19/07/2022	06:32:00	55.1	1007.6	24.6
PER_AIRMON_MESH1965150	19/07/2022	06:33:00	55	1007.7	24.7
PER_AIRMON_MESH1965150	19/07/2022	06:34:00	55	1007.8	24.7
PER_AIRMON_MESH1965150	19/07/2022	06:35:00	55	1007.8	24.8
PER_AIRMON_MESH1965150	19/07/2022	06:36:00	55	1007.9	24.8
PER_AIRMON_MESH1965150	19/07/2022	06:37:00	55	1008.1	24.8
PER_AIRMON_MESH1965150	19/07/2022	06:38:00	54.9	1007.4	24.9
PER_AIRMON_MESH1965150	19/07/2022	06:39:00	54.8	1007.8	24.9
PER_AIRMON_MESH1965150	19/07/2022	06:40:00	54.7	1007.7	24.9
PER_AIRMON_MESH1965150	19/07/2022	06:41:00	54.7	1008	24.9
PER_AIRMON_MESH1965150	19/07/2022	06:42:00	54.8	1007.5	24.9
PER_AIRMON_MESH1965150	19/07/2022	06:43:00	54.8	1008.1	25
PER_AIRMON_MESH1965150	19/07/2022	06:44:00	54.8	1008.4	25
PER_AIRMON_MESH1965150	19/07/2022	06:45:00	54.8	1008.2	25
PER_AIRMON_MESH1965150	19/07/2022	06:46:00	54.7	1007.8	25
PER_AIRMON_MESH1965150	19/07/2022	06:47:00	54.6	1008.1	25.1
PER_AIRMON_MESH1965150	19/07/2022	06:48:00	54.6	1007.7	25.1
PER_AIRMON_MESH1965150	19/07/2022	06:49:00	54.7	1008.4	25.1
PER_AIRMON_MESH1965150	19/07/2022	06:50:00	54.7	1008.3	25.2
PER_AIRMON_MESH1965150	19/07/2022	06:51:00	54.7	1008	25.2
PER_AIRMON_MESH1965150	19/07/2022	06:52:00	54.6	1008	25.2
PER_AIRMON_MESH1965150	19/07/2022	06:53:00	54.6	1008.8	25.3
PER_AIRMON_MESH1965150	19/07/2022	06:54:00	54.5	1008.5	25.3
PER_AIRMON_MESH1965150	19/07/2022	06:55:00	54.5	1008	25.4
PER_AIRMON_MESH1965150	19/07/2022	06:56:00	54.5	1007.5	25.4
PER_AIRMON_MESH1965150	19/07/2022	06:57:00	54.6	1007.7	25.4
PER_AIRMON_MESH1965150	19/07/2022	06:58:00	54.5	1008.1	25.5
PER_AIRMON_MESH1965150	19/07/2022	06:59:00	54.5	1007.5	25.5
PER_AIRMON_MESH1965150	19/07/2022	07:00:00	54.5	1007.4	25.6
PER_AIRMON_MESH1965150	19/07/2022	07:01:00	54.5	1007.4	25.6
PER_AIRMON_MESH1965150	19/07/2022	07:02:00	54.3	1007.6	25.7
PER_AIRMON_MESH1965150	19/07/2022	07:03:00	54.2	1007.5	25.7
PER_AIRMON_MESH1965150	19/07/2022	07:04:00	54.1	1007.1	25.8
PER_AIRMON_MESH1965150	19/07/2022	07:05:00	53.8	1007.1	25.8
PER_AIRMON_MESH1965150	19/07/2022	07:06:00	53.8	1007.3	25.9
PER_AIRMON_MESH1965150	19/07/2022	07:07:00	53.7	1007.2	25.9
PER_AIRMON_MESH1965150	19/07/2022	07:08:00	53.6	1007.6	26
PER_AIRMON_MESH1965150	19/07/2022	07:09:00	53.6	1007.9	26
PER_AIRMON_MESH1965150	19/07/2022	07:10:00	53.6	1007.5	26
PER_AIRMON_MESH1965150	19/07/2022	07:11:00	53.6	1008.1	26
PER_AIRMON_MESH1965150	19/07/2022	07:12:00	53.6	1007.5	26
PER_AIRMON_MESH1965150	19/07/2022	07:13:00	53.6	1008	26.1
PER_AIRMON_MESH1965150	19/07/2022	07:14:00	53.6	1007.7	26.1
PER_AIRMON_MESH1965150	19/07/2022	07:15:00	53.6	1007.7	26.1
PER_AIRMON_MESH1965150	19/07/2022	07:16:00	53.6	1008.3	26.2
PER_AIRMON_MESH1965150	19/07/2022	07:17:00	53.6	1008	26.2
PER_AIRMON_MESH1965150	19/07/2022	07:18:00	53.6	1007.7	26.3
PER_AIRMON_MESH1965150	19/07/2022	07:19:00	53.5	1007.7	26.3
PER_AIRMON_MESH1965150	19/07/2022	07:20:00	53.4	1008	26.3
PER_AIRMON_MESH1965150	19/07/2022	07:21:00	53.4	1008.3	26.4
PER_AIRMON_MESH1965150	19/07/2022	07:22:00	53.3	1008.5	26.4
PER_AIRMON_MESH1965150	19/07/2022	07:23:00	53.2	1008.2	26.4
PER_AIRMON_MESH1965150	19/07/2022	07:24:00	53.1	1008.3	26.4
PER_AIRMON_MESH1965150	19/07/2022	07:25:00	53.1	1008.7	26.5
PER_AIRMON_MESH1965150	19/07/2022	07:26:00	53.1	1007.8	26.5
PER_AIRMON_MESH1965150	19/07/2022	07:27:00	53.1	1007.5	26.6
PER_AIRMON_MESH1965150	19/07/2022	07:28:00	53.3	1006.7	26.6
PER_AIRMON_MESH1965150	19/07/2022	07:29:00	53.2	1007.9	26.6
PER_AIRMON_MESH1965150	19/07/2022	07:30:00	53.3	1007.4	26.7
PER_AIRMON_MESH1965150	19/07/2022	07:31:00	53.3	1007.2	26.7
PER_AIRMON_MESH1965150	19/07/2022	07:32:00	53.2	1007.3	26.7
PER_AIRMON_MESH1965150	19/07/2022	07:33:00	53	1008	26.8
PER_AIRMON_MESH1965150	19/07/2022	07:34:00	53	1007.3	26.9
PER_AIRMON_MESH1965150	19/07/2022	07:35:00	53	1007.8	26.9
PER_AIRMON_MESH1965150	19/07/2022	07:36:00	53	1007.1	26.9
PER_AIRMON_MESH1965150	19/07/2022	07:37:00	53	1007.9	27
PER_AIRMON_MESH1965150	19/07/2022	07:38:00	53.2	1007.3	27
PER_AIRMON_MESH1965150	19/07/2022	07:39:00	53.2	1008.1	27
PER_AIRMON_MESH1965150	19/07/2022	07:40:00	53.2	1007.2	27.1
PER_AIRMON_MESH1965150	19/07/2022	07:41:00	53.1	1007.6	27.1
PER_AIRMON_MESH1965150	19/07/2022	07:42:00	53.1	1007.5	27.1
PER_AIRMON_MESH1965150	19/07/2022	07:43:00	53.1	1007.5	27.1
PER_AIRMON_MESH1965150	19/07/2022	07:44:00	53	1007.8	27.2
PER_AIRMON_MESH1965150	19/07/2022	07:45:00	53	1008.2	27.2
PER_AIRMON_MESH1965150	19/07/2022	07:46:00	53	1008.4	27.3
PER_AIRMON_MESH1965150	19/07/2022	07:47:00	52.9	1007.9	27.3
PER_AIRMON_MESH1965150	19/07/2022	07:48:00	52.9	1007.7	27.3
PER_AIRMON_MESH1965150	19/07/2022	07:49:00	52.9	1007.5	27.4
PER_AIRMON_MESH1965150	19/07/2022	07:50:00	52.8	1007.5	27.4
PER_AIRMON_MESH1965150	19/07/2022	07:51:00	52.7	1008	27.5
PER_AIRMON_MESH1965150	19/07/2022	07:52:00	52.7	1007.5	27.5
PER_AIRMON_MESH1965150	19/07/2022	07:53:00	52.7	1008	27.6
PER_AIRMON_MESH1965150	19/07/2022	07:54:00	52.7	1007.9	27.6
PER_AIRMON_MESH1965150	19/07/2022	07:55:00	52.6	1008.3	27.7
PER_AIRMON_MESH1965150	19/07/2022	07:56:00	52.6	1008.2	27.7
PER_AIRMON_MESH1965150	19/07/2022	07:57:00	52.7	1008.4	27.8
PER_AIRMON_MESH1965150	19/07/2022	07:58:00	52.7	1008.4	27.8
PER_AIRMON_MESH1965150	19/07/2022	07:59:00	52.6	1008.4	27.9
PER_AIRMON_MESH1965150	19/07/2022	08:00:00	52.4	1008.4	27.9
PER_AIRMON_MESH1965150	19/07/2022	08:01:00	52.3	1008.4	28
PER_AIRMON_MESH1965150	19/07/2022	08:02:00	52.2	1008.9	28
PER_AIRMON_MESH1965150	19/07/2022	08:03:00	52.1	1007.9	28.1
PER_AIRMON_MESH1965150	19/07/2022	08:04:00	52	1009	28.2
PER_AIRMON_MESH1965150	19/07/2022	08:05:00	52	1008.5	28.2
PER_AIRMON_MESH1965150	19/07/2022	08:06:00	52	1007.9	28.3
PER_AIRMON_MESH1965150	19/07/2022	08:07:00	52	1008.1	28.3
PER_AIRMON_MESH1965150	19/07/2022	08:08:00	52	1008.1	28.4
PER_AIRMON_MESH1965150	19/07/2022	08:09:00	52	1008.2	28.4
PER_AIRMON_MESH1965150	19/07/2022	08:10:00	52	1008.6	28.5
PER_AIRMON_MESH1965150	19/07/2022	08:11:00	52	1008.3	28.6
PER_AIRMON_MESH1965150	19/07/2022	08:12:00	52	1008	28.6
PER_AIRMON_MESH1965150	19/07/2022	08:13:00	52.1	1008.1	28.7
PER_AIRMON_MESH1965150	19/07/2022	08:14:00	52	1008.1	28.7
PER_AIRMON_MESH1965150	19/07/2022	08:15:00	52	1008.4	28.8
PER_AIRMON_MESH1965150	19/07/2022	08:16:00	52	1008.6	28.8
PER_AIRMON_MESH1965150	19/07/2022	08:17:00	51.9	1008	28.9
PER_AIRMON_MESH1965150	19/07/2022	08:18:00	51.8	1007.9	29
PER_AIRMON_MESH1965150	19/07/2022	08:19:00	51.8	1008.8	29
PER_AIRMON_MESH1965150	19/07/2022	08:20:00	51.7	1008.6	29.1
PER_AIRMON_MESH1965150	19/07/2022	08:21:00	51.7	1008.4	29.1
PER_AIRMON_MESH1965150	19/07/2022	08:22:00	51.7	1007.8	29.2
PER_AIRMON_MESH1965150	19/07/2022	08:23:00	51.7	1007.5	29.3
PER_AIRMON_MESH1965150	19/07/2022	08:24:00	51.7	1007.5	29.3
PER_AIRMON_MESH1965150	19/07/2022	08:25:00	51.6	1007.6	29.4
PER_AIRMON_MESH1965150	19/07/2022	08:26:00	51.6	1008.3	29.4
PER_AIRMON_MESH1965150	19/07/2022	08:27:00	51.6	1007.1	29.5
PER_AIRMON_MESH1965150	19/07/2022	08:28:00	51.6	1007.3	29.5
PER_AIRMON_MESH1965150	19/07/2022	08:29:00	51.6	1008.1	29.6
PER_AIRMON_MESH1965150	19/07/2022	08:30:00	51.6	1007.8	29.6
PER_AIRMON_MESH1965150	19/07/2022	08:31:00	51.6	1007.2	29.7
PER_AIRMON_MESH1965150	19/07/2022	08:32:00	51.6	1007.7	29.8
PER_AIRMON_MESH1965150	19/07/2022	08:33:00	51.5	1007.5	29.8
PER_AIRMON_MESH1965150	19/07/2022	08:34:00	51.5	1008.1	29.9
PER_AIRMON_MESH1965150	19/07/2022	08:35:00	51.4	1007.8	29.9
PER_AIRMON_MESH1965150	19/07/2022	08:36:00	51.3	1008	30
PER_AIRMON_MESH1965150	19/07/2022	08:37:00	51.3	1007.1	30
PER_AIRMON_MESH1965150	19/07/2022	08:38:00	51.1	1007.8	30.1
PER_AIRMON_MESH1965150	19/07/2022	08:39:00	51.1	1007.9	30.1
PER_AIRMON_MESH1965150	19/07/2022	08:40:00	50.8	1007.8	30.2
PER_AIRMON_MESH1965150	19/07/2022	08:41:00	50	1007.2	30.2
PER_AIRMON_MESH1965150	19/07/2022	08:42:00	49.4	1007.6	30.2
PER_AIRMON_MESH1965150	19/07/2022	08:43:00	49	1007.2	30.3
PER_AIRMON_MESH1965150	19/07/2022	08:44:00	49.1	1007.5	30.3
PER_AIRMON_MESH1965150	19/07/2022	08:45:00	48.7	1007.7	30.4
PER_AIRMON_MESH1965150	19/07/2022	08:46:00	48.4	1007.3	30.4
PER_AIRMON_MESH1965150	19/07/2022	08:47:00	48.2	1007.1	30.4
PER_AIRMON_MESH1965150	19/07/2022	08:48:00	48	1007.4	30.5
PER_AIRMON_MESH1965150	19/07/2022	08:49:00	47.9	1007.3	30.5
PER_AIRMON_MESH1965150	19/07/2022	08:50:00	47.8	1007.3	30.6
PER_AIRMON_MESH1965150	19/07/2022	08:51:00	47.6	1006.9	30.6
PER_AIRMON_MESH1965150	19/07/2022	08:52:00	47.5	1007.7	30.7
PER_AIRMON_MESH1965150	19/07/2022	08:53:00	47.4	1007.5	30.7
PER_AIRMON_MESH1965150	19/07/2022	08:54:00	47.2	1008	30.8
PER_AIRMON_MESH1965150	19/07/2022	08:55:00	47.2	1007.5	30.8
PER_AIRMON_MESH1965150	19/07/2022	08:56:00	47.1	1008.2	30.9
PER_AIRMON_MESH1965150	19/07/2022	08:57:00	47.1	1008.2	30.9
PER_AIRMON_MESH1965150	19/07/2022	08:58:00	47	1007.5	31
PER_AIRMON_MESH1965150	19/07/2022	08:59:00	46.9	1008.2	31
PER_AIRMON_MESH1965150	19/07/2022	09:00:00	46.7	1008.2	31.1
PER_AIRMON_MESH1965150	19/07/2022	09:01:00	46.7	1007.7	31.1
PER_AIRMON_MESH1965150	19/07/2022	09:02:00	47	1008.3	31.1
PER_AIRMON_MESH1965150	19/07/2022	09:03:00	46.9	1008.2	31.2
PER_AIRMON_MESH1965150	19/07/2022	09:04:00	46.9	1006.7	31.3
PER_AIRMON_MESH1965150	19/07/2022	09:05:00	46.7	1006.8	31.4
PER_AIRMON_MESH1965150	19/07/2022	09:06:00	46.2	1007.4	31.6
PER_AIRMON_MESH1965150	19/07/2022	09:07:00	45.8	1007	31.7
PER_AIRMON_MESH1965150	19/07/2022	09:08:00	45.5	1007	31.7
PER_AIRMON_MESH1965150	19/07/2022	09:09:00	45.4	1007.4	31.8
PER_AIRMON_MESH1965150	19/07/2022	09:10:00	45.4	1006.6	31.8
PER_AIRMON_MESH1965150	19/07/2022	09:11:00	45.4	1006.9	31.8
PER_AIRMON_MESH1965150	19/07/2022	09:12:00	45.4	1006.8	31.9
PER_AIRMON_MESH1965150	19/07/2022	09:13:00	45.3	1006.9	31.9
PER_AIRMON_MESH1965150	19/07/2022	09:14:00	45.2	1006.5	31.9
PER_AIRMON_MESH1965150	19/07/2022	09:15:00	45.1	1006.8	32
PER_AIRMON_MESH1965150	19/07/2022	09:16:00	45	1007.1	32
PER_AIRMON_MESH1965150	19/07/2022	09:17:00	45	1006.8	32
PER_AIRMON_MESH1965150	19/07/2022	09:18:00	45	1006.6	32.1
PER_AIRMON_MESH1965150	19/07/2022	09:19:00	44.8	1006.8	32.1
PER_AIRMON_MESH1965150	19/07/2022	09:20:00	44.7	1007.2	32.1
PER_AIRMON_MESH1965150	19/07/2022	09:21:00	44.7	1007.1	32.1
PER_AIRMON_MESH1965150	19/07/2022	09:22:00	44.6	1007.5	32.2
PER_AIRMON_MESH1965150	19/07/2022	09:23:00	44.6	1007.4	32.2
PER_AIRMON_MESH1965150	19/07/2022	09:24:00	44.5	1007	32.2
PER_AIRMON_MESH1965150	19/07/2022	09:25:00	44.4	1007.2	32.3
PER_AIRMON_MESH1965150	19/07/2022	09:26:00	44.4	1007.9	32.3
PER_AIRMON_MESH1965150	19/07/2022	09:27:00	44.4	1007.5	32.3
PER_AIRMON_MESH1965150	19/07/2022	09:28:00	44.5	1007.4	32.3
PER_AIRMON_MESH1965150	19/07/2022	09:29:00	44.4	1007.4	32.4
PER_AIRMON_MESH1965150	19/07/2022	09:30:00	44.4	1007.3	32.4
PER_AIRMON_MESH1965150	19/07/2022	09:31:00	44.5	1007.5	32.4
PER_AIRMON_MESH1965150	19/07/2022	09:32:00	44.5	1007	32.4
PER_AIRMON_MESH1965150	19/07/2022	09:33:00	44.2	1007.5	32.5
PER_AIRMON_MESH1965150	19/07/2022	09:34:00	44.2	1006.7	32.5
PER_AIRMON_MESH1965150	19/07/2022	09:35:00	44.3	1007.8	32.6
PER_AIRMON_MESH1965150	19/07/2022	09:36:00	44.3	1007.4	32.6
PER_AIRMON_MESH1965150	19/07/2022	09:37:00	44.2	1006.9	32.6
PER_AIRMON_MESH1965150	19/07/2022	09:38:00	44.1	1007.1	32.7
PER_AIRMON_MESH1965150	19/07/2022	09:39:00	44.1	1007	32.7
PER_AIRMON_MESH1965150	19/07/2022	09:40:00	44.1	1006.9	32.8
PER_AIRMON_MESH1965150	19/07/2022	09:41:00	44.1	1007.2	32.8
PER_AIRMON_MESH1965150	19/07/2022	09:42:00	44.1	1007	32.8
PER_AIRMON_MESH1965150	19/07/2022	09:43:00	44.1	1007	32.9
PER_AIRMON_MESH1965150	19/07/2022	09:44:00	43.9	1007	32.9
PER_AIRMON_MESH1965150	19/07/2022	09:45:00	43.9	1006.4	33
PER_AIRMON_MESH1965150	19/07/2022	09:46:00	43.8	1006.5	33
PER_AIRMON_MESH1965150	19/07/2022	09:47:00	43.6	1006.5	33.1
PER_AIRMON_MESH1965150	19/07/2022	09:48:00	43.5	1006.8	33.1
PER_AIRMON_MESH1965150	19/07/2022	09:49:00	43.3	1006.7	33.2
PER_AIRMON_MESH1965150	19/07/2022	09:50:00	43.2	1006.9	33.2
PER_AIRMON_MESH1965150	19/07/2022	09:51:00	43.2	1007.2	33.3
PER_AIRMON_MESH1965150	19/07/2022	09:52:00	43	1006.6	33.3
PER_AIRMON_MESH1965150	19/07/2022	09:53:00	42.9	1007.1	33.4
PER_AIRMON_MESH1965150	19/07/2022	09:54:00	42.8	1006.2	33.5
PER_AIRMON_MESH1965150	19/07/2022	09:55:00	42.6	1006.6	33.5
PER_AIRMON_MESH1965150	19/07/2022	09:56:00	42.5	1007.4	33.6
PER_AIRMON_MESH1965150	19/07/2022	09:57:00	42.4	1007	33.6
PER_AIRMON_MESH1965150	19/07/2022	09:58:00	42.4	1006.4	33.7
PER_AIRMON_MESH1965150	19/07/2022	09:59:00	42.3	1006.6	33.7
PER_AIRMON_MESH1965150	19/07/2022	10:00:00	42.3	1006.7	33.8
PER_AIRMON_MESH1965150	19/07/2022	10:01:00	42.4	1006.1	33.8
PER_AIRMON_MESH1965150	19/07/2022	10:02:00	42.5	1006.8	33.9
PER_AIRMON_MESH1965150	19/07/2022	10:03:00	41.9	1006	34
PER_AIRMON_MESH1965150	19/07/2022	10:04:00	41.6	1005.5	34
PER_AIRMON_MESH1965150	19/07/2022	10:05:00	41.5	1005.9	34.1
PER_AIRMON_MESH1965150	19/07/2022	10:06:00	41.3	1006.2	34.2
PER_AIRMON_MESH1965150	19/07/2022	10:07:00	41.1	1006.3	34.2
PER_AIRMON_MESH1965150	19/07/2022	10:08:00	41	1006	34.3
PER_AIRMON_MESH1965150	19/07/2022	10:09:00	40.9	1006.1	34.3
PER_AIRMON_MESH1965150	19/07/2022	10:10:00	40.8	1005.8	34.4
PER_AIRMON_MESH1965150	19/07/2022	10:11:00	40.8	1007.1	34.4
PER_AIRMON_MESH1965150	19/07/2022	10:12:00	40.8	1006.2	34.5
PER_AIRMON_MESH1965150	19/07/2022	10:13:00	40.7	1006.1	34.5
PER_AIRMON_MESH1965150	19/07/2022	10:14:00	40.6	1006.3	34.5
PER_AIRMON_MESH1965150	19/07/2022	10:15:00	40.6	1006	34.6
PER_AIRMON_MESH1965150	19/07/2022	10:16:00	40.7	1006.4	34.6
PER_AIRMON_MESH1965150	19/07/2022	10:17:00	40.6	1006.2	34.6
PER_AIRMON_MESH1965150	19/07/2022	10:18:00	40.5	1006.9	34.7
PER_AIRMON_MESH1965150	19/07/2022	10:19:00	40.4	1006.6	34.7
PER_AIRMON_MESH1965150	19/07/2022	10:20:00	40.4	1006.6	34.8
PER_AIRMON_MESH1965150	19/07/2022	10:21:00	40.1	1006.7	34.8
PER_AIRMON_MESH1965150	19/07/2022	10:22:00	40.1	1006.3	34.9
PER_AIRMON_MESH1965150	19/07/2022	10:23:00	40	1006.4	35
PER_AIRMON_MESH1965150	19/07/2022	10:24:00	40	1006.6	35
PER_AIRMON_MESH1965150	19/07/2022	10:25:00	40	1006.2	35.1
PER_AIRMON_MESH1965150	19/07/2022	10:26:00	39.8	1005.8	35.1
PER_AIRMON_MESH1965150	19/07/2022	10:27:00	39.7	1005.9	35.2
PER_AIRMON_MESH1965150	19/07/2022	10:28:00	39.8	1006	35.2
PER_AIRMON_MESH1965150	19/07/2022	10:29:00	39.7	1006.8	35.3
PER_AIRMON_MESH1965150	19/07/2022	10:30:00	39.6	1006.6	35.3
PER_AIRMON_MESH1965150	19/07/2022	10:31:00	40.1	1006.7	35.4
PER_AIRMON_MESH1965150	19/07/2022	10:32:00	40	1006.9	35.4
PER_AIRMON_MESH1965150	19/07/2022	10:33:00	39.7	1006.7	35.5
PER_AIRMON_MESH1965150	19/07/2022	10:34:00	39.5	1007.1	35.6
PER_AIRMON_MESH1965150	19/07/2022	10:35:00	39.4	1006.6	35.7
PER_AIRMON_MESH1965150	19/07/2022	10:36:00	39.4	1006.9	35.7
